,DIS,chatgpt_sentiment
2022-11-28 22:13:42,Bob Iger’s fast start back as Disney’s CEO is welcome news to shareholders like us,Positive
2022-11-28 22:16:53,"Disney CEO Robert Iger at Town Hall Vows to Focus on Creativity, Streaming Profitability",Positive
2022-11-28 23:31:02,Disney CEO Iger makes profitable streaming a priority,Positive
2022-11-29 00:08:40,"Disney’s Theme Parks Are Sore Spot for Investors, Too",Negative
2022-11-29 00:36:52,Disney logs a win - and a bomb - at Thanksgiving box office,Neutral
2022-11-29 01:51:36,Cyber Monday shopping expected to set record but annual growth has slowed | Adobe,Neutral
2022-11-29 04:36:40,Hoping to beat the tourist crowd on your trip to Japan? That ship has sailed,Negative
2022-11-29 05:36:40,China’s Covid infections drop for the first time in more than a week,Positive
2022-11-29 09:12:35,"As China grapples with rare protests, Shanghai Disneyland shuts over Covid curbs once again",Negative
2022-11-29 14:53:48,The Treasured Poem Twas The Night Before Christmas Turns 200 On Christmas Eve 2022,Neutral
2022-11-29 14:54:48,Mission Rock Residential Lands Management Contract For Orlando Apartment Community,Neutral
2022-11-29 15:17:09,"Cyber Monday online sales hit a record $11.3B, driven by demand, not just inflation, says Adobe",Positive
2022-11-29 16:12:24,Andrew Ng’s Netail offers AI for retailers to ease change from physical to digital,Positive
2022-11-29 17:29:13,Bilibili surges as Q3 tops expectations; Chinese tech rises on refined COVID-19 measures,Positive
2022-11-29 17:30:13,Gray Television renews its ABC affiliations through 2024,Neutral
2022-11-29 19:57:24,AMC Networks to Lay Off 20% of U.S. Workers as CEO Christina Spade Exits,Negative
2022-11-29 20:17:30,"‘Glass Onion’ could have made $200 million, but Netflix only let it play in theaters for a week",Neutral
2022-11-29 22:20:44,"This is why streaming Netflix, Disney Plus, and HBO Max keeps getting more expensive",Negative
2022-11-29 23:59:51,Disney warns restructuring could result in impairment charges,Neutral
2022-11-30 04:39:55,Deep cuts at AMC Networks signals turbulent time for media industry,Negative
2022-11-30 06:46:16,Disney coughs up $900M to acquire MLB’s remaining stake in BAMTech streaming company,Neutral
2022-11-30 11:20:53,2022's Best Cruise Lines Of The Year Named By Cruise Critic,Neutral
2022-11-30 12:17:15,The Hotel Inside the Bass Pro Shops Inside the Pyramid,Neutral
2022-11-30 12:30:28,Disney said it may take impairment charges once CEO Bob Iger's  planned organizational changes are in place,Neutral
2022-11-30 14:02:34,"Willow is back, and he brought an incredibly fun show with him",Positive
2022-11-30 16:10:28,"S&P, Dow, and Nasdaq trade mixed with Fed's Powell set to speak",Neutral
2022-11-30 19:08:57,CNN Layoffs Are Under Way,Negative
2022-11-30 20:24:17,"NPR Hiring Freeze, CNN Cuts Are Latest Signs of Media Crunch",Neutral
2022-11-30 21:23:30,ESPN chief: Live sports still a draw; no sportsbook deal imminent,Neutral
2022-11-30 22:07:46,"Elon Musk Is the ‘Bravest’ Person on Earth, Netflix CEO Says",Positive
2022-11-30 22:34:47,Elon Musk is dragging Apple into the culture wars,Neutral
2022-11-30 22:53:52,Netflix CEO says he was slow to allow advertising because he was focused on Google and Facebook,Neutral
2022-12-01 00:21:48,Disney’s new neural network can change an actor’s age with ease,Positive
2022-12-01 04:37:14,Magic still eludes Shanghai Disneyland with new closure,Negative
2022-12-01 11:46:33,Netflix to Let Tens of Thousands of Subscribers Preview Content,Positive
2022-12-01 13:36:50,Speed Sport to launch motorsports television channel in 2023,Neutral
2022-12-01 13:40:47,Pop-Up Farming Pods to Help Colonizers Grow Crops on Mars,Positive
2022-12-01 13:56:46,Opinion: Hugh Grant is right about ‘Love Actually’,Neutral
2022-12-01 16:10:39,"Luskin Orthopaedic Institute For Children Hosts Patients And Families For Annual ""Toys And Joys"" Holiday Celebration",Positive
2022-12-01 17:21:27,The $70 Echo Show 8 comes with a free Echo Show 5 at Amazon,Positive
2022-12-01 18:42:36,AMC Entertainment stock jumps 15% after being halted for volatility,Positive
2022-12-01 19:00:37,Annapurna is launching its own animation division,Neutral
2022-12-01 20:18:29,Disney’s latest AI tool de-ages actors in seconds,Positive
2022-12-01 20:20:15,4 of the top 10 best college towns in the U.S. are in Florida—see where else made the list,Neutral
2022-12-01 22:33:20,The Mandalorian’s third season premieres on March 1st,Positive
2022-12-01 23:47:20,The Mandalorian season 3 has been delayed—but only a little,Neutral
2022-12-01 23:51:55,‘The Mandalorian’ Season 3 will premiere on March 1,Neutral
2022-12-02 11:02:09,Shein jumps on the third-party brandwagon with Alibaba veteran,Neutral
2022-12-02 13:09:23,BlackRock Faces $2 Billion Hit as DeSantis Escalates ESG Fight,Negative
2022-12-02 13:27:04,The Ad Council's 68th Annual Public Service Award Dinner Celebrates Extraordinary Accomplishments And Inspires The Marketing And Media Industries To Face Forward And Meet The Moment,Positive
2022-12-02 13:27:44,"The Fed pivot will be good for gold in 2023, says Bank of America",Positive
2022-12-02 14:43:43,"Parks Associates: Prime Video Takes Top Spot In Parks Associates' Top 10 List Of Ott Svod Video Services In Us, Surpassing Long-Time Leader Netflix",Positive
2022-12-02 15:53:29,These Disney-themed children’s clothes are being recalled because of lead-poisoning risk,Negative
2022-12-02 17:29:36,Chloe Flower Releases New Holiday Ep - Christmas With Chloe Flower - Out Now On Sony Music Masterworks,Positive
2022-12-02 20:57:20,"New this week: Will Smith, ‘Pinocchio’ and ‘George & Tammy’",Neutral
2022-12-03 00:29:54,"The ‘yes, but’ economy. Yes, we’re worried about recession — but the economy remains resilient",Neutral
2022-12-03 01:50:12,Powell comments on slowing rate hikes help S&P 500 post second straight weekly gain,Positive
2022-12-03 14:58:59,An uphill battle could await activist Trian as the firm snaps up a stake in Disney,Neutral
2022-12-03 20:37:49,Florida Lawmakers Review Ways to Restore Some Disney Privileges,Neutral
2022-12-04 02:49:57,Robert Iger’s Return Opens Door for Florida Lawmakers to Consider Restoring Disney’s Tax Privileges,Neutral
2022-12-04 08:04:39,Nativity sets are getting a minimalist makeover,Neutral
2022-12-04 13:14:39,The $5 trillion fund favorites: 12 stocks mutual and hedge funds love,Neutral
2022-12-04 13:36:16,These 3 REITs Treat Shareholders Right,Positive
2022-12-04 14:22:20,Who will be Disney’s next CEO? Here are the top contenders to succeed Bob Iger,Neutral
2022-12-04 18:47:43,‘Wakanda Forever’ is No. 1 for 4th straight weekend,Positive
2022-12-04 22:52:03,‘Wakanda Forever’ stays No. 1 at box office for fourth straight week,Positive
2022-12-05 16:57:52,Warner Bros Discovery closes in on ‘Max’ as the name of its combined HBO Max-Discovery+ streaming service,Neutral
2022-12-05 18:12:48,The combined HBO and Discovery app will reportedly just be called ‘Max’,Neutral
2022-12-05 19:34:27,"Disney: Once Great, But Now A Broken Business Model Awaiting A New Construct",Negative
2022-12-05 20:34:53,"When HBO Max and Discovery+ merge, they’ll have a new name",Neutral
2022-12-05 23:22:22,"Musk’s Neuralink faces federal probe, employee backlash over animal tests",Negative
2022-12-06 00:02:25,NBCU CEO: Peacock has 18M subs; expecting 'big check' from Disney for Hulu,Neutral
2022-12-06 00:04:04,"Exclusive: Musk’s Neuralink faces federal probe, employee backlash over animal tests",Negative
2022-12-06 05:11:51,Opening Of Archival Displays To Accompany Walt Disney's Grumman Gulfstream I Airplane At The Palm Springs Air Museum,Neutral
2022-12-06 12:50:25,Ceo Funds Five Entrepreneurs At The 39th Annual Global Conference And Pitch Competition,Neutral
2022-12-06 12:54:23,"Maybe It's The Bob Iger Company, Not Walt Disney",Neutral
2022-12-06 14:19:21,"Across vast Muslim world, LGBTQ people remain marginalized",Negative
2022-12-06 16:26:09,HBO Max Returns to Amazon Prime in Bid to Lure Subscribers,Neutral
2022-12-06 16:55:50,"Disney’s CEO drama explained, with Julia Alexander",Neutral
2022-12-06 19:41:30,You can save $30 on Disney Plus by signing up today before the price hike,Neutral
2022-12-06 21:46:00,Netflix co-CEO Sarandos predicts revenue rebound in 2023,Positive
2022-12-06 21:49:50,Stocks sink again as CEOs sound alarm bells about economy,Negative
2022-12-06 23:06:52,Netflix co-CEO Sarandos says streamer likely to offer multiple ad-supported tiers,Neutral
2022-12-07 10:03:38,Asia stocks lower as China scales back many COVID curbs,Negative
2022-12-07 13:46:33,Companies can’t imagine life without the CEO. That’s a problem,Negative
2022-12-07 16:24:58,The Verge’s favorite holiday gifts under $100,Neutral
2022-12-07 16:26:35,Baobab Studios unveils Momoguro Web3 collectibles game,Neutral
2022-12-07 18:40:28,Xbox brings gaming soundscapes to Calm app for sleeping and meditation,Positive
2022-12-07 18:42:24,Colts owner Jim Irsay sees a European division in the NFL,Neutral
2022-12-07 21:45:50,Disney+ is raising its prices by $3 a month—here’s how to lock in a lower rate for the next year,Neutral
2022-12-07 23:51:58,Commentary: Waking up at 5am is more posturing than productivity hack,Negative
2022-12-07 23:56:36,President Barack Obama Reflects On Tragedy To Transformation At Sandy Hook Promise Benefit Ahead Of 10-Year Remembrance,Neutral
2022-12-08 01:31:34,Amazon’s Echo Show 15 smart display becomes a portable Fire TV,Neutral
2022-12-08 15:46:37,Disney+ just got more expensive … unless you want ads,Negative
2022-12-08 15:50:18,Cameo launches Cameo Kids personalized videos with Candle Media,Neutral
2022-12-08 17:36:26,Disney+ launches its ad-supported tier to compete with Netflix,Positive
2022-12-08 22:29:32,Disney improves data integration efficiency with AWS Glue,Positive
2022-12-08 23:25:42,"deGrom sees Rangers’ vision for future, not loss-heavy past",Neutral
2022-12-08 23:26:44,U.S. fires antitrust salvo at Microsoft's $69 billion bid for games maker Activision,Neutral
2022-12-09 14:07:14,"Brad Pitt sells 60% of his Plan B production company to French media conglomerate Mediawan, sources say",Neutral
2022-12-09 15:57:29,Guess which Fortune 500 brands and govt agencies share data with Twitter?,Neutral
2022-12-09 17:50:35,Taylor Swift signs on to direct a movie for Disney as she campaigns for short film Oscar,Neutral
2022-12-09 17:51:35,"CBS-owned stations added to free, rapidly growing local news streaming service VUit",Neutral
2022-12-09 20:24:11,A Schoolhouse Rock! tribute to honor the passing of its last surviving creator,Positive
2022-12-10 02:23:16,Cramer’s lightning round: Alphabet is not making enough money,Negative
2022-12-10 02:43:42,Guillermo del Toro’s Pinocchio is a gnarly and spiritual fairy tale about what makes life beautiful,Positive
2022-12-10 22:49:07,Brad Pitt’s Production Company Sells Stake to France’s Mediawan,Neutral
2022-12-11 16:35:37,"From Disney to Target to Boeing, retirement is a thing of the past for CEOs",Neutral
2022-12-12 02:51:13,"New 'Manifest,' 'Crown' help Netflix pile up multibillion-minute hits",Neutral
2022-12-12 08:20:48,Gifts Retailing Market To Grow By 2.31% Y-O-Y From 2022 To 2023: Rise In Demand For Seasonal Decorations Will Drive Growth - Technavio,Neutral
2022-12-12 20:28:05,HBO/HBO Max and Netflix are top streamers among Golden Globe nominees,Neutral
2022-12-12 21:02:22,Strange World is coming to Disney Plus just a month after its theatrical release,Positive
2022-12-13 01:16:02,Can James Cameron and ‘Avatar’ wow again 13 years after the original? Don’t doubt it.,Positive
2022-12-13 02:10:09,The Avatar-themed concept car is barely driveable but looks like a futuristic fever dream,Positive
2022-12-13 15:28:30,Hayao Miyazaki’s next film hits Japanese theaters in 2023,Neutral
2022-12-13 16:30:00,"This 29-year-old makes $22,000 a month from her art side hustle: ‘I work less than 2 hours a day on it’",Positive
2022-12-13 17:45:35,EXPLAINER: Inside the NBA’s process on changing trophies,Neutral
2022-12-13 20:03:43,Cinemark expanding number of theaters showing college football playoffs,Neutral
2022-12-13 20:19:10,"MLS renews with Fox for 4 years, ends run with ESPN",Neutral
2022-12-13 23:54:28,Antonio Cipriano’s ‘Treasure’ hunt strikes friendship gold,Positive
2022-12-14 11:52:16,"‘When Harry Met Sally,’ ‘Iron Man’ added to film registry",Neutral
2022-12-14 12:30:21,"‘When Harry Met Sally,’ ‘Iron Man’ added to film registry",Positive
2022-12-14 15:42:06,"Verizon launches subscription service aggregator, +Play, in open beta",Neutral
2022-12-14 16:12:21,Longtime staffer named to lead Scripps National Spelling Bee,Neutral
2022-12-14 17:07:00,Director Patty Jenkins says there was ‘nothing’ she could do to move Wonder Woman 3 forward,Neutral
2022-12-14 18:33:28,"Stephen ‘tWitch’ Boss, ‘Ellen’ show’s dancing DJ, dies at 40",Negative
2022-12-14 18:40:47,Pft Clear® Ai Helps A+E Networks® Accelerate The Time To Market Of Legacy Content & Monetization,Neutral
2022-12-14 23:04:10,Gayming Awards 2023 unveils its nominations,Neutral
2022-12-15 07:43:48,The golden age of the streaming wars has ended,Negative
2022-12-15 10:06:30,"ACTV: OK In Concept, But Needs More Transparency To Get Our Vote",Neutral
2022-12-15 14:00:32,"‘Avatar: The Way of Water’ review roundup: See it on the biggest screen possible, critics say",Neutral
2022-12-15 15:21:48,Spatial Creator Toolkit launches to help creatives build online worlds,Positive
2022-12-15 15:22:02,"Jim Cramer’s top 10 things to watch in the market Thursday: Fed selling, chip stocks boost, Disney concern",Neutral
2022-12-15 18:58:19,"Dow drops nearly 900 points on losses for shares of IBM, Apple",Negative
2022-12-15 19:29:50,The Echo Show 15 with Fire TV: a major upgrade with a major flaw,Neutral
2022-12-15 21:08:05,"Dow's nearly 800-point fall led by losses in IBM, Apple stocks",Negative
2022-12-15 22:24:10,"‘New Year’s Rockin’ Eve’ to feature Duran Duran, New Edition",Neutral
2022-12-16 00:28:33,Disney Projects Massive Box Office Success for ‘Avatar’ Sequel,Positive
2022-12-16 12:35:57,"BBC is still struggling with the digital switch, says watchdog",Negative
2022-12-16 12:41:56,The GOP Is Playing Chicken With Trillions in Assets,Negative
2022-12-16 17:07:20,"AP Breakthrough Entertainer: Tenoch Huerta, a global hero",Neutral
2022-12-16 18:15:15,App store avalanche forecast as Apple bows to EU demands,Neutral
2022-12-16 18:35:35,"'Avatar: The Way of Water' makes $17 million in Thursday previews, driven by big 3D sales",Positive
2022-12-16 19:42:25,Apple’s rumored NFL Sunday Ticket deal might not happen this year,Neutral
2022-12-17 06:06:14,Bob Iger vs. Bob Chapek: Inside the Disney Coup,Neutral
2022-12-17 09:12:30,"In COVID-hit Beijing, funeral homes with sick workers struggle to keep up",Negative
2022-12-17 10:46:22,Alphabet Vs. Meta: Which Stock Has More Upside In 2023?,Neutral
2022-12-17 14:25:34,"In COVID-hit Beijing, funeral homes and crematoriums are busy",Neutral
2022-12-17 14:56:06,Third Point could see big returns from small changes at Bath & Body Works,Positive
2022-12-17 17:59:35,Apple reportedly backs out of NFL Sunday Ticket negotiations,Neutral
2022-12-17 18:05:11,"From ‘Elf’ to ‘Home Alone’, these are the 10 highest grossing Christmas movies ever—and where to watch them",Neutral
2022-12-17 21:17:34,Disney Cuts Weekend Forecast on ‘Avatar’ Sequel’s Mild Start,Neutral
