,DIS,processed_text,bert_sentiment
2022-11-21 22:21:51,"'Black Panther' sequel rolls again, while 'She Said' flops",black panther sequel rolls said flops,Negative
2022-11-21 22:58:43,Iger to Receive $27 Million Yearly for Return as Disney CEO,iger receive million yearly return disney ceo,Negative
2022-11-21 23:12:51,Why did Disney stock surge today? Return of the CEO,disney stock surge today return ceo,Negative
2022-11-21 23:38:50,Iger announces first big moves in new tenure as Disney CEO: Restructuring and departure of Chapek right hand Kareem Daniel,iger announces first big moves new tenure disney ceo restructuring departure chapek right hand kareem daniel,Positive
2022-11-22 00:13:49,Jim Cramer says he’s bullish on Disney after Iger’s return as CEO,jim cramer says hes bullish disney igers return ceo,Negative
2022-11-22 00:28:34,"Moving quickly, Iger launching Disney restructuring",moving quickly iger launching disney restructuring,Positive
2022-11-22 00:43:56,Can Bob Iger fix Disney?,bob iger fix disney,Neutral
2022-11-22 00:44:06,Top Disney exec Kareem Daniel to leave as Bob Iger returns,top disney exec kareem daniel leave bob iger returns,Positive
2022-11-22 01:33:57,Disney and the Post-Pandemic Reckoning,disney postpandemic reckoning,Positive
2022-11-22 01:40:06,Here’s everything coming to Hulu in December 2022 — and what’s leaving,heres everything coming hulu december whats leaving,Negative
2022-11-22 01:45:41,Penguin Random House scraps US$2.2 billion deal to merge with Simon & Schuster,penguin random house scraps us billion deal merge simon schuster,Negative
2022-11-22 04:31:46,"When Disney Decided to Dump its CEO, the Change Happened Fast",disney decided dump ceo change happened fast,Negative
2022-11-22 05:31:56,Bob Iger moves fast to dismantle Chapek’s reorganization of Disney,bob iger moves fast dismantle chapeks reorganization disney,Positive
2022-11-22 12:19:48,"Walt Disney CFO, Others Brought Concerns to Board Over Bob Chapek",walt disney cfo others brought concerns board bob chapek,Neutral
2022-11-22 12:30:19,The Trade Desk Takes Market Share From Google And Meta,trade desk takes market share google meta,Positive
2022-11-22 14:51:42,'Boomerang CEOs' don't always work out; Disney hopes this one bucks trend,boomerang ceos always work disney hopes one bucks trend,Negative
2022-11-22 14:51:48,Disney’s tale of two Bobs,disneys tale two bobs,Positive
2022-11-22 15:27:36,HyperloopTT to go public via SPAC led by former Disney execs,hyperlooptt go public via spac led former disney execs,Positive
2022-11-22 15:49:48,Bob Iger: Here’s how much the CEO will make in his return to Disney,bob iger heres much ceo make return disney,Positive
2022-11-22 15:59:21,NFT marketplace Magic Eden integrates with Polygon to grow blockchain gaming,nft marketplace magic eden integrates polygon grow blockchain gaming,Positive
2022-11-22 16:40:33,Robert Iger’s Return to Disney Has Many Fans Overjoyed,robert igers return disney many fans overjoyed,Negative
2022-11-22 17:39:19,Everyone thinks Apple’s negotiations with the NFL are dragging on,everyone thinks apples negotiations nfl dragging,Negative
2022-11-22 19:19:40,DeSantis Won Over Florida. Now He Has the Rest of the US to Convince,desantis florida rest us convince,Positive
2022-11-22 20:50:24,Shaquille O'Neal-backed SPAC Forest Road II to merge with HyperloopTT,shaquille onealbacked spac forest road ii merge hyperlooptt,Positive
2022-11-22 21:01:00,Disney is counting on Bob Iger to make hard decisions about its streaming and TV assets – or find someone who will,disney counting bob iger make hard decisions streaming tv assets find someone,Positive
2022-11-22 21:51:10,Robert Iger Returns to Disney Facing Radically Different Streaming Landscape,robert iger returns disney facing radically different streaming landscape,Positive
2022-11-22 23:47:27,"Florida Legislature crowns new GOP leaders in House, Senate",florida legislature crowns new gop leaders house senate,Positive
2022-11-22 23:49:39,Disney Needs ‘Chainsaw’ Bob Iger,disney needs chainsaw bob iger,Positive
2022-11-23 00:13:03,Here’s everything coming to Netflix in December 2022 — and what’s leaving,heres everything coming netflix december whats leaving,Negative
2022-11-23 00:17:06,HyperloopTT’s SPAC public debut may be going nowhere fast,hyperlooptts spac public debut may going nowhere fast,Neutral
2022-11-23 02:19:20,"Disney’s Robert Iger Loomed Over His Successor as CEO, Creating Tensions",disneys robert iger loomed successor ceo creating tensions,Negative
2022-11-23 04:19:20,Disney’s ‘Avatar: The Way of Water’ Cleared for December Release in China,disneys avatar way water cleared december release china,Negative
2022-11-23 05:31:55,‘Avatar’ sequel needs $2 billion to break even. But are audiences still excited about 3D?,avatar sequel needs billion break even audiences still excited,Negative
2022-11-23 05:36:24,Disney's 'Avatar: The Way of Water' gets coveted China release,disney avatar way water gets coveted china release,Positive
2022-11-23 09:22:46,Andor’s Diego Luna Is as Excited for Season 2 as You Are,andors diego luna excited season,Positive
2022-11-23 14:04:40,Big Shareholder Signals Opposition to News Corp-Fox Combination,big shareholder signals opposition news corpfox combination,Positive
2022-11-23 18:22:37,Review: ‘Strange World’ explores big themes in bold colors,review strange world explores big themes bold colors,Positive
2022-11-23 18:42:28,The Guardians of the Galaxy Holiday Special turns Christmas into lore,guardians galaxy holiday special turns christmas lore,Positive
2022-11-23 19:06:08,"Michael Bublé And Luisana Lopilato Back At ""Home"" At Walt Disney World Resort",michael bubl luisana lopilato back home walt disney world resort,Positive
2022-11-23 19:36:28,"The best Black Friday streaming deals on Hulu, HBO Max, Paramount Plus, and more",best black friday streaming deals hulu hbo max paramount plus,Positive
2022-11-23 20:24:27,The best Black Friday deals under $50,best black friday deals,Positive
2022-11-23 20:57:37,Amazon plans to pour $1 billion annually on theater movies,amazon plans pour billion annually theater movies,Negative
2022-11-23 20:58:32,Disney CEO Bob Iger to hold town hall with employees on Monday,disney ceo bob iger hold town hall employees monday,Positive
2022-11-23 20:59:28,Iger heading to Disney lot Monday for company town hall - CNBC,iger heading disney lot monday company town hall cnbc,Neutral
2022-11-23 23:53:12,The best Black Friday deals under $25,best black friday deals,Positive
2022-11-24 07:12:46,Mainland China’s total daily Covid cases soar above Shanghai lockdown highs,mainland chinas total daily covid cases soar shanghai lockdown highs,Negative
2022-11-24 09:10:57,What is a chief metaverse officer and why are companies like Disney and P&G appointing one?,chief metaverse officer companies like disney pg appointing one,Negative
2022-11-24 09:14:11,Thanksgiving travel rush is back with some new habits,thanksgiving travel rush back new habits,Positive
2022-11-24 15:42:56,Andor’s season finale solidifies it as one of Star Wars’ greatest stories,andors season finale solidifies one star wars greatest stories,Positive
2022-11-24 16:15:30,"Disney looks to claim Thanksgiving box-office crown again with Marvel, 'Strange World'",disney looks claim thanksgiving boxoffice crown marvel strange world,Positive
2022-11-24 19:52:14,Tokyo Disney drives traffic surge at nearby hotels,tokyo disney drives traffic surge nearby hotels,Positive
2022-11-25 06:38:12,The African Fashion Hub Punching Above Its Weight,african fashion hub punching weight,Negative
2022-11-25 14:30:31,"11 of the best Black Friday TV deals, including $500 off Samsung’s ‘The Frame’ TV, $660 off an LG OLED TV, and more",best black friday tv deals including samsungs frame tv lg oled tv,Positive
2022-11-25 14:31:02,Target Announces Hot Holiday Deals With Two-Day Cyber Monday Sales Event,target announces hot holiday deals twoday cyber monday sales event,Positive
2022-11-25 15:03:26,Bob Iger Is Back—and Disney Is Probably Better for It,bob iger backand disney probably better,Neutral
2022-11-25 15:40:09,Midnight comes out of stealth with $7.5M in funding for a new game company,midnight comes stealth funding new game company,Negative
2022-11-25 15:41:23,The best Black Friday deals at Amazon,best black friday deals amazon,Positive
2022-11-25 16:52:42,Apple Buying Manchester United? More Like Chinese Art Marrying French Rap,apple buying manchester united like chinese art marrying french rap,Negative
2022-11-25 16:55:50,Shanghai Disneyland reopens after monthlong shutdown,shanghai disneyland reopens monthlong shutdown,Negative
2022-11-25 17:54:33,"35 absolute best Black Friday deals, including Samsung’s ‘The Frame’ TV at $500 off, the Dyson V8 vacuum at $219 off, Apple Airpods at $55 off, and much more",absolute best black friday deals including samsungs frame tv dyson vacuum apple airpods much,Positive
2022-11-25 18:51:38,Get a year of Hulu’s ad-supported streaming for just $2 per month,get year hulus adsupported streaming per month,Negative
2022-11-25 22:34:49,The Disney CFO Who Raised Concerns About Bob Chapek Has Respect on the Street,disney cfo raised concerns bob chapek respect street,Positive
2022-11-25 23:45:10,Toy Makers Are Betting on Last-Minute Holiday Shopping to Save the Year,toy makers betting lastminute holiday shopping save year,Negative
2022-11-26 02:13:02,The best Black Friday deals at Amazon,best black friday deals amazon,Positive
2022-11-26 06:17:21,These Children Are Making Millions on YouTube,children making millions youtube,Positive
2022-11-26 08:14:01,Musk says he will support DeSantis if Florida governor runs for president,musk says support desantis florida governor runs president,Neutral
2022-11-26 17:35:30,Black Friday online sales top $9 billion in new record,black friday online sales top billion new record,Positive
2022-11-26 21:53:19,The best Black Friday deals under $50,best black friday deals,Positive
2022-11-27 15:59:11,Top Wall Street analysts say buy these stocks during a market downturn,top wall street analysts say buy stocks market downturn,Positive
2022-11-27 17:10:31,The best early Cyber Monday deals you can get at Target,best early cyber monday deals get target,Positive
2022-11-27 19:03:21,Feast and famine for Disney at Thanksgiving box office,feast famine disney thanksgiving box office,Positive
2022-11-27 20:20:38,Disney is the biggest winner — and loser — at the Thanksgiving box office,disney biggest winner loser thanksgiving box office,Positive
2022-11-27 22:52:30,Five Questions For Bob Iger and the Disney Board,five questions bob iger disney board,Positive
2022-11-27 22:55:31,Disney’s Robert Iger Faces Troubled Animation Market as ‘Strange World’ Bombs,disneys robert iger faces troubled animation market strange world bombs,Negative
2022-11-27 23:22:34,Disney’s ‘Strange World’ turns out to be a Thanksgiving turkey at box office,disneys strange world turns thanksgiving turkey box office,Positive
2022-11-28 01:43:33,Adidas execs worried about risk of exposure to Kanye West years ago,adidas execs worried risk exposure kanye west years ago,Negative
2022-11-28 02:47:43,Attorney general of Bahamas deflects blame for FTX’s collapse,attorney general bahamas deflects blame ftxs collapse,Negative
2022-11-28 05:03:25,CEO of multimillion-dollar company Casetify shares his No. 1 ‘super underrated’ business tip,ceo multimilliondollar company casetify shares super underrated business tip,Positive
2022-11-28 11:41:49,"35 of the best Cyber Monday deals, from Apple Airpods to a Ninja air fryer to $500 off Samsung’s ‘The Frame’ TV",best cyber monday deals apple airpods ninja air fryer samsungs frame tv,Positive
2022-11-28 18:17:37,"‘Knives Out’ Was a Missed Opportunity for Netflix, Analyst Says",knives missed opportunity netflix analyst says,Negative
